invoice_id,client_industry,client_credit_rating,client_company_size,payment_method,has_dispute_history,collateral_or_guarantee,payment_terms_days,invoice_amount_kes,client_relationship_years,prior_late_payments_count,discount_offered_pct,days_outstanding_avg_historical,guarantee_value_kes,economic_sector_growth_rate_pct,payment_risk_category
458,Construction,Fair,Enterprise,Cheque,No,Yes,15,255798.0,2.1,1,3.88,21.4,149492.74650273466,1.3,On-Time
459,Technology,Good,Medium,Cheque,Yes,No,15,186296.0,8.7,2,2.69,38.1,,3.98,On-Time
460,Construction,Poor,Small,Mobile Money,No,Yes,15,342022.0,11.4,2,3.08,15.1,276650.62438670365,0.5,Late
461,Manufacturing,Good,Large,Bank Transfer,No,No,15,426869.0,6.8,0,1.59,18.0,,2.81,On-Time
462,Manufacturing,Excellent,Medium,Bank Transfer,No,No,15,1010181.0,2.6,1,1.07,16.1,,2.83,On-Time
463,Healthcare,Good,Large,Bank Transfer,No,No,45,123299.0,11.7,3,3.41,41.8,,2.4,Late
464,Manufacturing,Good,Large,Cheque,No,Yes,90,206574.0,2.0,0,1.16,15.3,86622.05279939462,2.02,On-Time
465,Construction,Excellent,Medium,Bank Transfer,No,No,15,82280.0,1.6,0,1.84,15.9,,0.71,On-Time
466,Construction,Excellent,Medium,Mobile Money,No,Yes,15,164766.0,10.8,0,2.12,16.1,122687.97733350091,1.32,On-Time
467,Retail,Fair,Small,Bank Transfer,Yes,No,30,45903.0,8.8,0,3.32,15.1,,1.66,On-Time
468,Construction,Good,Medium,Bank Transfer,No,Yes,30,248655.0,3.5,3,5.13,38.4,190510.2425017256,0.92,On-Time
469,Technology,Fair,Large,Bank Transfer,No,No,30,1152816.0,11.3,2,0.2,30.5,,4.37,On-Time
470,Retail,Good,Small,Mobile Money,No,No,30,207006.0,2.8,1,1.65,12.8,,1.32,On-Time
471,Healthcare,Good,Small,Bank Transfer,No,No,45,640974.0,8.6,2,1.13,52.0,,3.28,On-Time
472,Manufacturing,Good,Medium,Mobile Money,No,No,15,482561.0,5.7,1,2.56,25.6,,2.06,On-Time
473,Technology,Fair,Large,Letter of Credit,No,No,30,468147.0,1.8,1,2.41,19.2,,4.99,On-Time
474,Retail,Good,Enterprise,Bank Transfer,No,No,60,242618.0,4.2,1,2.38,19.2,,1.31,Severely Late
475,Manufacturing,Poor,Medium,Bank Transfer,Yes,No,45,158409.0,3.2,0,1.63,15.7,,2.19,Severely Late
476,Manufacturing,Fair,Small,Bank Transfer,Yes,No,60,596082.0,7.4,1,1.5,19.5,,1.91,Late
477,Manufacturing,Fair,Large,Letter of Credit,Yes,Yes,30,226473.0,6.4,1,3.96,35.2,269634.1204069199,1.36,Late
478,Construction,Good,Medium,Bank Transfer,No,Yes,30,355626.0,5.1,2,2.73,29.8,144604.7336444995,0.85,On-Time
479,Retail,Fair,Large,Bank Transfer,No,Yes,15,341363.0,0.8,0,1.93,19.3,194062.4526184867,1.86,On-Time
480,Construction,Excellent,Small,Bank Transfer,No,No,15,295283.0,10.2,2,0.8,32.0,,0.24,On-Time
481,Manufacturing,Excellent,Large,Mobile Money,No,No,30,345220.0,7.4,3,1.55,50.4,,2.77,On-Time
482,Healthcare,Fair,Large,Mobile Money,No,Yes,30,291041.0,3.7,0,1.75,24.1,269818.1860363483,2.83,On-Time
483,Healthcare,Fair,Large,Bank Transfer,No,No,15,31812.0,2.5,2,0.69,23.9,,2.72,On-Time
484,Technology,Fair,Small,Bank Transfer,No,Yes,90,76357.0,3.4,2,3.98,32.6,57894.23047926596,4.78,On-Time
485,Manufacturing,Excellent,Small,Mobile Money,No,Yes,45,389200.0,13.1,1,0.86,17.7,226662.30125895262,1.71,On-Time
486,Retail,Good,Large,Bank Transfer,No,No,45,156852.0,3.9,0,2.66,25.2,,1.41,On-Time
487,Construction,Fair,Enterprise,Bank Transfer,No,Yes,30,356595.0,1.6,4,5.35,52.0,340395.73467310326,0.83,Late
488,Manufacturing,Good,Medium,Bank Transfer,No,No,30,45196.0,10.4,3,1.76,35.0,,1.95,On-Time
489,Construction,Fair,Medium,Bank Transfer,No,No,30,287582.0,2.9,1,2.67,26.4,,0.22,On-Time
490,Healthcare,Fair,Enterprise,Bank Transfer,No,No,15,372765.0,5.0,1,2.83,24.9,,3.18,On-Time
491,Technology,Fair,Medium,Letter of Credit,No,No,45,169062.0,6.2,0,2.83,18.9,,4.4,On-Time
492,Retail,Fair,Small,Bank Transfer,No,No,30,238271.0,6.4,1,0.75,18.8,,1.96,On-Time
493,Manufacturing,Good,Medium,Mobile Money,Yes,Yes,45,42217.0,4.6,1,0.53,31.1,28212.837554520676,2.22,On-Time
494,Manufacturing,Good,Small,Mobile Money,No,Yes,90,228524.0,13.6,2,3.39,46.2,129193.94437847385,2.19,Severely Late
495,Retail,Excellent,Large,Bank Transfer,No,No,30,408477.0,3.9,1,2.97,16.9,,1.0,On-Time
496,Healthcare,Fair,Medium,Bank Transfer,No,Yes,45,426581.0,5.8,1,2.27,11.1,268282.6839977083,2.79,On-Time
497,Manufacturing,Excellent,Large,Mobile Money,No,Yes,45,660190.0,5.2,0,1.78,12.6,636394.0625539691,1.83,On-Time
498,Manufacturing,Good,Medium,Bank Transfer,Yes,Yes,30,287083.0,4.6,1,0.84,24.9,183762.71767754797,3.45,Late
499,Technology,Good,Medium,Bank Transfer,No,No,30,679949.0,11.5,3,3.54,24.0,,4.47,On-Time
500,Manufacturing,Excellent,Enterprise,Bank Transfer,No,No,45,300750.0,7.0,1,3.83,17.1,,3.03,On-Time
501,Manufacturing,Fair,Medium,Bank Transfer,No,No,30,146172.0,6.1,1,2.38,16.8,,2.53,On-Time
502,Retail,Fair,Small,Bank Transfer,No,No,30,155042.0,9.4,1,2.07,13.9,,1.67,On-Time
503,Manufacturing,Fair,Medium,Cheque,No,No,45,170788.0,9.8,0,2.64,9.4,,1.53,On-Time
504,Healthcare,Poor,Small,Bank Transfer,No,No,45,256321.0,8.9,3,1.0,41.9,,2.47,Severely Late
505,Construction,Fair,Medium,Letter of Credit,No,No,30,374809.0,7.4,0,3.39,11.6,,0.66,On-Time
506,Manufacturing,Good,Large,Mobile Money,No,No,45,47460.0,14.0,0,0.87,13.8,,2.36,On-Time
507,Manufacturing,Fair,Small,Mobile Money,No,Yes,60,407462.0,5.2,0,0.01,13.8,217752.3750490351,2.15,On-Time
508,Technology,Fair,Medium,Bank Transfer,No,No,60,367341.0,4.0,2,3.9,34.3,,4.05,Late
509,Healthcare,Good,Large,Bank Transfer,No,Yes,60,208309.0,4.7,0,1.84,11.1,162584.9172726828,2.55,On-Time
510,Retail,Good,Small,Cheque,No,No,60,126732.0,11.0,1,1.77,16.5,,1.22,Late
511,Manufacturing,Excellent,Medium,Bank Transfer,No,Yes,90,446063.0,4.5,2,0.0,40.5,254745.9334492158,1.85,On-Time
512,Manufacturing,Fair,Large,Bank Transfer,Yes,No,90,207136.0,5.6,0,2.6,22.9,,2.51,Late
513,Healthcare,Poor,Large,Mobile Money,No,No,30,73364.0,6.9,2,2.23,23.5,,3.8,Late
514,Retail,Good,Small,Bank Transfer,No,No,60,398524.0,5.6,0,2.54,21.1,,0.89,On-Time
515,Manufacturing,Good,Large,Bank Transfer,No,Yes,60,200661.0,6.3,2,2.98,43.1,150561.61928446937,2.38,On-Time
516,Manufacturing,Excellent,Small,Cheque,Yes,Yes,90,236277.0,5.0,2,2.2,32.1,243643.5697371808,2.28,Severely Late
517,Healthcare,Fair,Small,Mobile Money,No,Yes,45,913551.0,5.1,3,2.79,41.9,549575.6143509618,2.98,Severely Late
518,Retail,Good,Large,Mobile Money,No,No,45,620294.0,4.0,1,4.08,14.4,,1.07,On-Time
519,Manufacturing,Good,Small,Mobile Money,No,Yes,15,192511.0,9.9,2,2.44,33.2,127998.52480872534,1.93,On-Time
520,Technology,Good,Large,Mobile Money,No,Yes,30,174357.0,6.3,1,2.71,21.1,207869.5043480062,4.45,On-Time
521,Construction,Fair,Small,Bank Transfer,No,Yes,45,340145.0,6.4,1,2.18,24.9,314259.9774821347,0.7,On-Time
522,Technology,Fair,Small,Letter of Credit,No,Yes,90,549238.0,2.7,0,1.85,29.1,301276.97896723513,4.33,Severely Late
523,Technology,Good,Medium,Mobile Money,No,No,30,200490.0,6.3,2,2.07,34.4,,4.12,On-Time
524,Retail,Excellent,Enterprise,Cheque,No,No,45,347671.0,6.9,1,1.29,31.3,,1.33,On-Time
525,Construction,Fair,Small,Bank Transfer,No,No,15,292690.0,2.2,0,0.0,19.9,,1.02,On-Time
526,Retail,Poor,Large,Cheque,No,Yes,30,251173.0,7.7,1,2.09,12.8,247656.2276211784,1.01,Late
527,Construction,Good,Medium,Bank Transfer,No,No,30,307945.0,12.1,1,3.03,20.7,,0.84,On-Time
528,Manufacturing,Excellent,Medium,Bank Transfer,No,No,15,184203.0,2.2,2,2.78,29.5,,2.28,On-Time
529,Technology,Fair,Medium,Bank Transfer,No,No,90,981194.0,6.1,2,2.77,25.6,,4.16,Late
530,Technology,Fair,Medium,Bank Transfer,No,No,45,676262.0,3.0,0,0.57,10.4,,5.17,On-Time
531,Healthcare,Fair,Small,Mobile Money,No,No,30,554633.0,11.3,2,2.69,44.8,,2.72,Late
532,Construction,Good,Small,Bank Transfer,No,Yes,90,257459.0,3.1,1,3.71,19.8,197414.65889936363,0.85,Late
533,Construction,Excellent,Small,Cheque,Yes,Yes,30,314456.0,7.2,2,1.33,34.5,265747.82755246,0.83,Late
534,Retail,Poor,Medium,Letter of Credit,Yes,Yes,30,579865.0,5.6,1,1.37,22.1,323580.02730351244,1.48,On-Time
535,Manufacturing,Good,Large,Letter of Credit,No,No,60,409618.0,4.3,3,2.05,46.6,,2.09,Late
536,Retail,Poor,Large,Bank Transfer,No,No,45,566217.0,1.6,1,2.59,19.6,,1.06,Late
537,Construction,Good,Enterprise,Letter of Credit,No,No,90,474022.0,0.4,1,2.72,26.2,,1.03,Late
538,Technology,Poor,Medium,Mobile Money,No,No,45,288271.0,4.0,1,2.77,21.4,,5.37,On-Time
539,Manufacturing,Excellent,Large,Bank Transfer,No,No,15,595125.0,9.0,4,0.67,39.7,,2.6,On-Time
540,Technology,Good,Small,Cheque,No,No,15,622174.0,4.2,1,2.69,30.6,,4.64,On-Time
541,Retail,Good,Medium,Mobile Money,Yes,Yes,45,78494.0,2.2,3,3.57,22.6,45718.961470072376,1.41,Late
542,Healthcare,Good,Medium,Cheque,No,Yes,15,224652.0,3.1,1,2.78,18.4,178971.17932380748,3.53,On-Time
543,Construction,Poor,Medium,Letter of Credit,Yes,Yes,30,862297.0,7.5,0,0.41,18.5,959566.2254387741,1.1,Severely Late
544,Technology,Fair,Large,Bank Transfer,No,Yes,15,420190.0,2.7,3,2.17,46.5,310564.8526256816,4.64,Late
545,Retail,Fair,Medium,Bank Transfer,No,No,15,355401.0,6.7,0,2.43,18.3,,2.0,On-Time
546,Manufacturing,Excellent,Medium,Bank Transfer,No,Yes,30,78056.0,9.3,0,1.48,9.6,50246.27447041316,2.29,On-Time
547,Technology,Fair,Medium,Bank Transfer,No,Yes,15,327786.0,3.2,0,1.43,5.7,160426.68369062748,4.73,On-Time
548,Technology,Excellent,Enterprise,Cheque,No,No,15,434179.0,2.9,2,1.72,43.7,,4.53,On-Time
549,Construction,Poor,Medium,Letter of Credit,No,Yes,45,201006.0,2.6,0,1.89,18.4,202787.41269532708,0.42,Late
550,Technology,Good,Medium,Bank Transfer,Yes,No,45,288093.0,9.4,1,1.03,21.0,,4.42,On-Time
551,Technology,Good,Small,Mobile Money,Yes,Yes,45,632931.0,12.1,2,1.33,28.9,693425.3899956737,4.51,Late
552,Manufacturing,Good,Medium,Bank Transfer,No,Yes,30,486677.0,8.7,2,2.36,25.9,453286.8940866718,1.33,On-Time
553,Technology,Fair,Medium,Bank Transfer,No,Yes,60,213278.0,5.0,2,3.28,44.5,241678.79397104404,3.52,Late
554,Manufacturing,Good,Small,Mobile Money,No,Yes,45,253235.0,2.3,1,2.07,24.9,231123.60487929574,2.18,Late
555,Healthcare,Excellent,Medium,Mobile Money,No,Yes,15,372701.0,7.0,1,0.64,28.4,162818.73827703175,3.18,On-Time
556,Healthcare,Poor,Medium,Bank Transfer,No,Yes,45,990989.0,3.8,0,2.11,12.2,620846.1519214158,3.65,Late
557,Manufacturing,Excellent,Large,Bank Transfer,No,No,60,366572.0,5.5,1,0.0,17.2,,2.0,On-Time
558,Manufacturing,Fair,Medium,Mobile Money,No,No,15,124094.0,2.6,0,1.37,19.3,,1.77,On-Time
559,Construction,Fair,Small,Letter of Credit,No,No,30,305685.0,3.0,1,1.85,18.4,,1.03,Late
560,Manufacturing,Good,Medium,Bank Transfer,No,No,30,356582.0,4.4,2,1.1,52.3,,2.95,On-Time
561,Manufacturing,Good,Small,Mobile Money,No,Yes,30,81332.0,4.5,2,2.35,47.9,96083.04981594592,2.05,On-Time
562,Retail,Good,Small,Bank Transfer,Yes,Yes,90,174148.0,9.2,2,0.0,43.6,178934.29987318968,1.3,Severely Late
563,Construction,Fair,Small,Bank Transfer,No,Yes,30,97757.0,4.8,0,0.43,24.3,58651.106375704265,0.81,On-Time
564,Healthcare,Fair,Small,Bank Transfer,No,No,45,225752.0,7.6,3,2.19,33.5,,3.19,Late
565,Construction,Excellent,Medium,Letter of Credit,No,No,45,566686.0,21.6,1,3.23,23.2,,1.16,On-Time
566,Manufacturing,Fair,Small,Letter of Credit,Yes,Yes,45,279491.0,7.8,1,1.38,33.6,202351.66327758538,1.5,On-Time
567,Technology,Good,Medium,Bank Transfer,Yes,Yes,15,265105.0,11.5,2,2.51,30.8,256303.08324061226,4.25,On-Time
568,Retail,Poor,Small,Mobile Money,Yes,No,60,116799.0,8.8,0,3.28,13.2,,1.54,Late
569,Technology,Good,Small,Mobile Money,Yes,No,60,276407.0,6.7,4,2.84,26.8,,4.79,Late
570,Retail,Poor,Small,Mobile Money,No,No,45,142084.0,1.4,1,0.0,29.5,,1.0,On-Time
571,Retail,Poor,Medium,Bank Transfer,No,No,45,352089.0,0.5,1,1.25,33.0,,0.94,Late
572,Construction,Fair,Medium,Bank Transfer,No,Yes,60,506383.0,1.7,0,2.77,19.1,284692.3599425218,0.63,Late
573,Retail,Fair,Small,Bank Transfer,No,No,15,163955.0,1.2,0,0.0,16.1,,2.05,On-Time
574,Manufacturing,Excellent,Large,Mobile Money,Yes,No,30,496827.0,5.8,3,4.25,40.5,,2.26,On-Time
575,Manufacturing,Fair,Medium,Letter of Credit,No,No,60,513180.0,2.6,1,3.14,15.2,,2.83,Late
576,Retail,Poor,Small,Bank Transfer,No,No,45,131961.0,1.9,0,0.96,17.5,,1.08,Late
577,Manufacturing,Fair,Large,Bank Transfer,Yes,Yes,60,239032.0,2.4,2,3.58,45.9,240809.90221042818,1.87,Severely Late
578,Healthcare,Good,Enterprise,Mobile Money,No,Yes,30,456278.0,1.5,0,0.75,8.4,265535.1211659404,3.92,On-Time
579,Manufacturing,Good,Small,Bank Transfer,No,Yes,45,209325.0,3.4,4,1.3,45.2,149170.10097405914,2.45,Late
580,Retail,Excellent,Medium,Cheque,No,Yes,45,711142.0,6.2,0,4.13,15.6,414115.3609886905,1.57,On-Time
581,Healthcare,Good,Small,Bank Transfer,No,No,45,452278.0,1.9,0,1.23,16.2,,3.03,On-Time
582,Manufacturing,Poor,Large,Bank Transfer,No,No,15,102224.0,2.9,1,0.82,24.0,,1.59,On-Time
583,Technology,Poor,Large,Mobile Money,No,No,90,491804.0,5.4,1,1.7,23.4,,4.7,Severely Late
584,Manufacturing,Fair,Medium,Letter of Credit,Yes,No,45,657786.0,3.9,1,2.25,23.8,,1.8,Late
585,Healthcare,Excellent,Medium,Mobile Money,No,No,30,202106.0,3.2,3,0.37,36.8,,3.41,On-Time
586,Healthcare,Poor,Large,Bank Transfer,Yes,No,90,207892.0,5.2,2,2.91,35.6,,3.2,Severely Late
587,Manufacturing,Excellent,Medium,Bank Transfer,No,Yes,45,230583.0,1.8,0,4.14,17.7,266951.13270939054,1.73,On-Time
588,Healthcare,Good,Medium,Letter of Credit,Yes,No,45,685791.0,1.1,0,1.44,15.3,,2.8,Late
589,Technology,Poor,Medium,Bank Transfer,No,Yes,30,102635.0,1.4,3,0.0,45.9,107505.88606433936,4.91,Late
590,Technology,Good,Large,Bank Transfer,No,Yes,30,371672.0,4.4,1,2.06,16.4,168708.25928421126,4.42,On-Time
591,Technology,Excellent,Small,Mobile Money,No,No,90,433864.0,7.1,1,3.22,18.2,,4.46,On-Time
592,Retail,Good,Large,Letter of Credit,No,Yes,30,313772.0,6.8,1,2.81,20.7,136251.4453211508,0.92,Late
593,Manufacturing,Fair,Large,Cheque,No,Yes,30,126226.0,14.2,1,4.54,23.7,123155.92645390333,2.14,On-Time
594,Manufacturing,Fair,Small,Bank Transfer,No,No,45,237988.0,4.3,3,1.39,38.4,,2.26,On-Time
595,Technology,Excellent,Medium,Bank Transfer,No,No,60,704050.0,7.8,0,0.18,18.9,,4.56,On-Time
596,Healthcare,Fair,Small,Bank Transfer,No,No,45,81615.0,3.7,3,1.75,43.0,,3.07,Late
597,Construction,Good,Medium,Cheque,Yes,No,15,433928.0,8.3,1,1.22,31.8,,0.23,On-Time
598,Healthcare,Good,Large,Mobile Money,Yes,Yes,30,318772.0,6.4,2,4.17,25.7,215813.15366245506,2.43,On-Time
599,Retail,Good,Medium,Mobile Money,No,Yes,60,403475.0,2.3,3,2.26,41.3,284330.99875911605,1.12,Late
600,Technology,Fair,Large,Cheque,No,No,60,155721.0,18.5,2,0.57,39.5,,4.59,Severely Late
601,Technology,Fair,Medium,Bank Transfer,No,No,45,427501.0,11.1,2,2.37,36.0,,4.29,Late
602,Manufacturing,Poor,Medium,Bank Transfer,No,No,15,142654.0,3.7,2,2.32,27.6,,2.18,On-Time
603,Technology,Excellent,Small,Mobile Money,No,No,45,135397.0,7.2,1,2.17,17.9,,4.76,On-Time
604,Retail,Poor,Medium,Letter of Credit,No,Yes,60,139248.0,4.1,2,1.94,20.5,166190.71811242597,1.99,Late
605,Manufacturing,Fair,Medium,Cheque,No,No,15,403649.0,7.9,1,3.75,16.6,,2.02,On-Time
606,Manufacturing,Good,Small,Mobile Money,No,Yes,30,343962.0,1.3,0,3.71,5.8,275225.9936162107,2.37,On-Time
607,Retail,Good,Small,Letter of Credit,No,No,15,334807.0,4.3,0,2.3,16.0,,1.05,On-Time
608,Manufacturing,Good,Large,Mobile Money,No,No,30,68342.0,1.3,2,1.91,31.7,,1.65,On-Time
609,Construction,Excellent,Large,Bank Transfer,No,No,45,153598.0,11.0,1,0.0,24.0,,1.25,On-Time
610,Construction,Good,Medium,Cheque,No,No,30,336701.0,10.9,4,2.07,60.1,,1.72,Late
611,Healthcare,Good,Medium,Letter of Credit,No,No,15,48456.0,10.7,1,2.2,33.1,,2.8,On-Time
612,Construction,Fair,Large,Mobile Money,No,No,90,566608.0,4.8,0,0.55,22.8,,1.0,Late
613,Retail,Poor,Medium,Mobile Money,Yes,No,45,190964.0,5.4,1,3.21,25.2,,0.66,On-Time
614,Manufacturing,Good,Large,Cheque,No,Yes,45,490602.0,0.7,3,2.89,35.1,258047.51340659827,1.7,Late
615,Construction,Good,Large,Bank Transfer,No,No,15,373075.0,1.2,0,1.94,24.5,,0.35,On-Time
616,Construction,Excellent,Large,Cheque,No,No,60,741707.0,0.7,0,1.21,25.4,,1.09,On-Time
617,Manufacturing,Excellent,Medium,Cheque,No,No,30,433214.0,11.2,0,2.89,1.3,,1.09,On-Time
618,Construction,Fair,Small,Bank Transfer,Yes,Yes,30,780314.0,2.4,0,0.61,14.3,327068.3189217028,1.01,On-Time
619,Retail,Good,Large,Mobile Money,No,No,30,181106.0,3.9,0,1.89,16.0,,1.7,On-Time
620,Healthcare,Fair,Medium,Bank Transfer,Yes,Yes,45,261303.0,0.4,2,2.16,27.1,222491.96683361867,3.24,On-Time
621,Manufacturing,Excellent,Enterprise,Mobile Money,No,No,30,563554.0,2.1,4,2.47,48.8,,1.75,On-Time
622,Manufacturing,Fair,Large,Bank Transfer,Yes,No,45,686771.0,2.6,0,1.77,20.5,,1.47,Late
623,Retail,Fair,Large,Letter of Credit,No,Yes,30,126587.0,7.0,1,1.03,23.6,92264.38010104935,2.35,On-Time
624,Retail,Fair,Small,Bank Transfer,No,Yes,45,595156.0,6.7,2,2.6,37.4,433214.891050384,1.83,Late
625,Retail,Good,Enterprise,Mobile Money,No,No,60,464602.0,14.6,1,1.13,27.5,,1.58,Late
626,Manufacturing,Good,Enterprise,Bank Transfer,No,No,60,167376.0,2.3,1,3.7,26.6,,2.78,On-Time
627,Construction,Good,Small,Bank Transfer,No,No,90,160437.0,4.2,0,2.99,11.2,,0.77,On-Time
628,Construction,Excellent,Small,Bank Transfer,No,No,90,699065.0,0.8,1,3.4,12.0,,0.8,On-Time
629,Technology,Fair,Large,Mobile Money,No,No,30,240324.0,1.4,1,1.54,25.7,,4.25,On-Time
630,Construction,Good,Medium,Mobile Money,Yes,Yes,45,527098.0,5.1,0,3.1,7.6,599887.3274892532,0.6,On-Time
631,Retail,Poor,Small,Letter of Credit,No,No,60,305758.0,10.9,2,3.39,26.9,,2.29,Severely Late
632,Healthcare,Good,Medium,Mobile Money,Yes,No,60,199324.0,1.3,0,2.36,10.1,,2.33,On-Time
633,Technology,Fair,Medium,Letter of Credit,Yes,No,60,203886.0,3.8,1,0.0,28.1,,4.36,Late
634,Healthcare,Fair,Large,Bank Transfer,No,No,90,184964.0,6.1,0,1.27,11.9,,2.59,On-Time
635,Manufacturing,Fair,Large,Bank Transfer,No,No,60,244062.0,3.0,1,1.46,16.5,,2.0,On-Time
636,Construction,Fair,Medium,Bank Transfer,No,No,60,413104.0,7.1,1,1.75,29.9,,1.19,On-Time
637,Technology,Fair,Small,Mobile Money,Yes,Yes,60,419474.0,1.8,1,4.35,18.2,185407.5234255083,5.18,Late
638,Manufacturing,Good,Small,Bank Transfer,No,Yes,45,80360.0,1.5,0,1.72,15.9,51906.846255493874,2.25,On-Time
639,Technology,Excellent,Large,Bank Transfer,No,Yes,30,1044045.0,6.3,0,1.51,10.4,477602.67775996437,4.6,On-Time
640,Healthcare,Excellent,Medium,Cheque,Yes,Yes,45,555465.0,6.1,2,2.13,37.8,470112.49440846575,2.8,On-Time
641,Retail,Good,Small,Bank Transfer,No,No,30,10000.0,0.8,2,1.95,25.4,,1.81,On-Time
642,Construction,Excellent,Medium,Bank Transfer,No,Yes,60,731755.0,3.7,0,1.21,17.2,602630.3066129638,0.93,On-Time
643,Manufacturing,Good,Medium,Letter of Credit,No,No,30,387564.0,19.1,2,4.88,27.4,,2.18,On-Time
644,Manufacturing,Good,Small,Mobile Money,No,Yes,30,342063.0,0.2,1,0.4,24.6,239789.64278414482,2.84,On-Time
645,Retail,Excellent,Large,Bank Transfer,No,Yes,45,100215.0,5.6,1,1.64,21.8,58243.55299503337,1.49,On-Time
646,Retail,Good,Small,Cheque,No,Yes,90,834101.0,3.9,2,1.09,25.5,871103.2181757313,1.92,Severely Late
647,Retail,Fair,Enterprise,Bank Transfer,No,No,30,235545.0,1.9,1,1.17,18.5,,1.97,On-Time
648,Technology,Good,Small,Letter of Credit,No,No,15,237570.0,2.4,2,2.59,33.3,,4.54,On-Time
649,Healthcare,Excellent,Small,Mobile Money,No,Yes,30,801038.0,5.1,2,2.71,43.6,353158.1840503631,3.16,On-Time
650,Manufacturing,Excellent,Large,Mobile Money,No,No,45,207289.0,9.4,0,0.31,15.9,,1.8,On-Time
651,Retail,Good,Medium,Letter of Credit,No,No,45,649657.0,9.3,0,2.49,7.2,,1.56,On-Time
652,Manufacturing,Fair,Small,Mobile Money,No,Yes,90,513969.0,6.8,1,1.05,27.6,286465.74398099515,2.47,Late
653,Manufacturing,Excellent,Enterprise,Letter of Credit,Yes,No,15,119160.0,6.0,0,2.14,6.7,,2.85,On-Time
654,Manufacturing,Good,Medium,Mobile Money,No,No,90,271394.0,5.2,1,2.53,20.9,,1.75,Severely Late
655,Manufacturing,Fair,Medium,Bank Transfer,No,No,30,316080.0,3.7,1,2.3,26.1,,1.64,On-Time
656,Construction,Poor,Large,Bank Transfer,Yes,No,30,160206.0,6.1,1,1.55,30.5,,0.39,Severely Late
657,Manufacturing,Good,Small,Bank Transfer,No,Yes,15,242204.0,10.3,1,1.46,26.9,203254.2069459924,1.76,On-Time
658,Retail,Excellent,Medium,Bank Transfer,No,Yes,45,553048.0,8.3,1,1.41,18.7,530284.5887528787,1.0,On-Time
659,Retail,Fair,Small,Mobile Money,No,No,30,631518.0,4.8,1,3.27,38.6,,1.17,Late
660,Healthcare,Excellent,Small,Bank Transfer,No,No,60,1406062.0,15.8,0,3.37,13.5,,2.71,On-Time
661,Manufacturing,Good,Small,Cheque,Yes,No,90,329210.0,2.5,2,1.11,38.7,,2.42,Severely Late
662,Manufacturing,Good,Medium,Mobile Money,No,Yes,60,397642.0,3.8,1,0.44,18.1,265380.58995407604,1.4,On-Time
663,Manufacturing,Poor,Medium,Mobile Money,No,No,30,356372.0,6.5,1,2.44,18.8,,2.19,On-Time
664,Construction,Good,Large,Bank Transfer,No,No,30,260880.0,5.2,1,2.3,16.7,,1.48,On-Time
665,Healthcare,Excellent,Medium,Bank Transfer,Yes,No,90,699211.0,18.1,2,1.52,37.6,,3.49,Late
666,Manufacturing,Good,Large,Mobile Money,No,Yes,15,92445.0,3.7,0,0.0,16.4,65257.205848366146,1.81,On-Time
667,Construction,Fair,Enterprise,Bank Transfer,No,No,45,74667.0,5.7,0,3.52,14.3,,0.72,Late
668,Healthcare,Excellent,Small,Letter of Credit,No,No,60,547476.0,12.8,1,2.12,31.7,,3.07,On-Time
669,Technology,Good,Enterprise,Mobile Money,No,Yes,15,779994.0,7.9,2,0.0,30.8,554169.1670070954,4.64,On-Time
670,Manufacturing,Good,Small,Cheque,No,Yes,30,74920.0,1.0,0,2.97,11.1,30095.913551942,2.14,On-Time
671,Retail,Poor,Medium,Cheque,Yes,No,30,581079.0,4.6,0,1.89,20.5,,1.62,Late
672,Construction,Good,Large,Bank Transfer,Yes,No,30,159848.0,2.0,2,1.17,24.6,,1.19,Severely Late
673,Construction,Fair,Medium,Bank Transfer,No,No,30,1246867.0,12.1,2,0.0,31.8,,0.71,On-Time
674,Manufacturing,Fair,Medium,Letter of Credit,No,No,45,363074.0,5.8,1,1.23,30.3,,1.22,Late
675,Retail,Excellent,Small,Mobile Money,No,Yes,30,677178.0,10.5,1,1.52,22.4,766611.6891134396,1.53,On-Time
676,Retail,Poor,Small,Mobile Money,No,Yes,45,226283.0,3.2,1,0.0,26.1,240751.52895789937,1.7,Late
677,Healthcare,Excellent,Small,Bank Transfer,No,No,15,327131.0,3.5,2,2.87,21.4,,2.43,On-Time
678,Manufacturing,Excellent,Large,Mobile Money,Yes,Yes,30,249792.0,3.0,1,0.85,37.0,107162.2144272311,1.9,On-Time
679,Retail,Good,Medium,Bank Transfer,No,Yes,30,1040648.0,2.4,3,0.74,38.0,424137.7073326144,1.1,On-Time
680,Healthcare,Good,Large,Bank Transfer,No,Yes,30,474374.0,6.3,0,3.46,12.1,540573.8854393819,3.14,On-Time
681,Manufacturing,Poor,Small,Bank Transfer,No,No,30,479877.0,4.6,1,0.3,23.8,,2.53,On-Time
682,Healthcare,Fair,Small,Mobile Money,Yes,Yes,45,79124.0,7.3,0,1.46,17.2,76083.42468901046,3.04,Late
683,Manufacturing,Fair,Large,Mobile Money,No,No,60,361314.0,3.2,1,0.83,11.4,,1.44,Late
684,Manufacturing,Excellent,Enterprise,Mobile Money,No,No,30,647835.0,14.5,2,2.48,30.0,,1.83,On-Time
685,Retail,Fair,Enterprise,Letter of Credit,No,No,15,149137.0,17.7,1,1.88,20.8,,0.95,On-Time
